latitude,longitude,time,crime_type,severity,district
12.93295754330414,77.60478030563806,2025-01-30T17:00:00,vandalism,1,Downtown
12.916243840141057,77.62254571746999,2025-06-04T13:00:00,theft,1,Downtown
12.934202860764726,77.60193353081075,2025-03-25T04:00:00,theft,1,Downtown
12.93194732866254,77.60964009276624,2025-01-06T13:00:00,robbery,3,Downtown
12.9359506381606,77.60891737402252,2025-05-03T05:00:00,vandalism,3,Downtown
12.926684554985492,77.62342897235773,2025-02-22T08:00:00,theft,1,Downtown
12.928341455113287,77.6064935687343,2025-04-23T15:00:00,burglary,3,Downtown
12.946776531065241,77.58941285807852,2025-05-06T19:00:00,theft,1,Downtown
12.936193731257012,77.59588354603508,2025-04-25T09:00:00,theft,1,Downtown
12.943359565595427,77.60933047681377,2025-04-15T12:00:00,burglary,1,Downtown
12.942315292822729,77.59409224843957,2025-01-11T15:00:00,assault,3,Downtown
12.945797380309509,77.58851210992167,2025-02-12T07:00:00,theft,2,Downtown
12.917099480752977,77.61805188285427,2025-06-23T06:00:00,theft,2,Downtown
12.926410396267684,77.61171212585481,2025-01-22T06:00:00,theft,1,Downtown
12.932681061457783,77.59339555902905,2025-03-11T12:00:00,vandalism,1,Downtown
12.934841448359899,77.60243077515997,2025-06-24T02:00:00,theft,1,Downtown
12.939300830306424,77.59946304763557,2025-03-17T23:00:00,theft,1,Downtown
12.912677174463242,77.61906052500349,2025-04-01T05:00:00,robbery,1,Downtown
12.928291790631485,77.60759957332087,2025-03-19T00:00:00,assault,1,Downtown
12.914303553219645,77.61462979257692,2025-03-30T10:00:00,theft,1,Downtown
12.935494646351723,77.59214408311425,2025-02-26T14:00:00,assault,3,Downtown
12.93585555418403,77.60378501679816,2025-05-13T09:00:00,robbery,3,Downtown
12.931338617106967,77.59542939105138,2025-05-30T03:00:00,theft,1,Downtown
12.936997364389114,77.6005647254199,2025-06-09T02:00:00,assault,1,Downtown
12.922242755081909,77.62233028259915,2025-05-24T13:00:00,burglary,1,Downtown
12.92608248905919,77.61148955701454,2025-06-24T12:00:00,vandalism,2,Downtown
12.92088805808489,77.62159007591505,2025-06-12T12:00:00,theft,1,Downtown
12.936156864486936,77.61598664917943,2025-04-19T01:00:00,theft,1,Downtown
12.920545682052566,77.61829914946075,2025-04-05T05:00:00,theft,2,Downtown
12.925532922847008,77.62009022240805,2025-03-27T15:00:00,burglary,1,Downtown
12.925861883866883,77.61696862768595,2025-01-22T21:00:00,burglary,1,Downtown
12.947582889814843,77.59677938197548,2025-03-10T14:00:00,robbery,2,Downtown
12.92939358136033,77.61675654579982,2025-03-21T10:00:00,theft,1,Downtown
12.930960116980712,77.60859540812552,2025-02-24T00:00:00,theft,1,Downtown
12.927426506431814,77.60538376415059,2025-03-08T19:00:00,theft,2,Downtown
12.9374158038624,77.59438634220122,2025-06-16T23:00:00,assault,1,Downtown
12.938727042943432,77.60701454217431,2025-03-15T09:00:00,theft,1,Downtown
12.940562142174237,77.60198928032521,2025-04-23T21:00:00,theft,1,Downtown
12.939148869034625,77.59879707443727,2025-06-05T15:00:00,robbery,1,Downtown
12.919601964413443,77.61885014418802,2025-02-08T07:00:00,theft,1,Downtown
12.923428481691518,77.61235199285815,2025-05-03T00:00:00,assault,2,Downtown
12.931861483002026,77.591967710231,2025-02-17T13:00:00,burglary,1,Downtown
12.932758884004894,77.60377769662418,2025-03-07T13:00:00,assault,1,Downtown
12.940729185011786,77.6122031897693,2025-03-26T23:00:00,theft,1,Downtown
12.94187919526702,77.59024273331094,2025-01-14T08:00:00,theft,1,Downtown
12.927657647930767,77.6113351496101,2025-03-26T22:00:00,robbery,1,Downtown
12.94251322326639,77.60831025494335,2025-03-21T12:00:00,burglary,3,Downtown
12.919870457756875,77.6176804731001,2025-05-04T13:00:00,theft,2,Downtown
12.92240439868938,77.62766580367709,2025-02-24T18:00:00,theft,2,Downtown
12.926003434306788,77.61607622079092,2025-01-26T00:00:00,robbery,1,Downtown
12.92614832536697,77.61551332188992,2025-04-02T06:00:00,assault,1,Downtown
12.914625810110538,77.61849150546863,2025-06-03T15:00:00,theft,1,Downtown
12.933930256031546,77.5887201041682,2025-03-26T19:00:00,burglary,1,Downtown
12.933173177129023,77.61334804780817,2025-02-09T14:00:00,theft,1,Downtown
12.945623867870601,77.589499548423,2025-05-02T08:00:00,theft,1,Downtown
12.925768528055846,77.62595181072727,2025-05-15T12:00:00,assault,1,Downtown
12.929669753664534,77.60417475731127,2025-03-23T11:00:00,assault,1,Downtown
12.94242241905046,77.60801670356601,2025-05-02T15:00:00,assault,1,Downtown
12.916372851133987,77.61680425209123,2025-04-05T09:00:00,assault,1,Downtown
12.933817921975834,77.60559294281597,2025-04-24T18:00:00,vandalism,1,Downtown
12.932203038312005,77.60175757312015,2025-05-13T09:00:00,robbery,1,Downtown
12.934000879376308,77.60425412321815,2025-05-21T07:00:00,robbery,3,Downtown
12.937517868559548,77.60981168907861,2025-03-10T13:00:00,theft,2,Downtown
12.926156246621478,77.60910777030729,2025-04-23T20:00:00,theft,2,Downtown
12.948068841836438,77.59523490076094,2025-01-24T22:00:00,assault,2,Downtown
12.93696629652373,77.59934820205225,2025-01-18T09:00:00,vandalism,1,Downtown
12.923837454578212,77.62468987723274,2025-06-21T16:00:00,assault,1,Downtown
12.92975717497852,77.60746973145193,2025-04-24T01:00:00,theft,2,Downtown
12.911395629966155,77.6222675841676,2025-06-26T19:00:00,assault,1,Downtown
12.93331367002718,77.61378293926776,2025-03-15T07:00:00,theft,2,Downtown
12.915289469114317,77.62653628348966,2025-04-24T05:00:00,theft,1,Downtown
12.932972996635163,77.5906966640099,2025-02-02T00:00:00,robbery,1,Downtown
12.933460273633411,77.59578078047012,2025-05-18T05:00:00,assault,1,Downtown
12.939134088131503,77.61247967708728,2025-03-03T17:00:00,robbery,1,Downtown
12.935298203606902,77.6112930149107,2025-05-25T06:00:00,burglary,1,Downtown
12.921507759221646,77.62428168512875,2025-01-14T15:00:00,theft,2,Downtown
12.912046357915752,77.61703894255068,2025-03-31T07:00:00,vandalism,2,Downtown
12.933445454000541,77.59994170349188,2025-01-07T20:00:00,theft,1,Downtown
12.928500834851173,77.62069601195125,2025-02-02T06:00:00,burglary,2,Downtown
12.929244255329156,77.60350368926586,2025-06-24T01:00:00,robbery,2,Downtown
12.916661120560192,77.62314758191548,2025-05-13T22:00:00,theft,2,Downtown
12.934843344713318,77.60101789432602,2025-05-30T01:00:00,robbery,1,Downtown
12.946747787455392,77.59437785519866,2025-06-25T23:00:00,theft,1,Downtown
12.9299891326807,77.60889230250235,2025-01-10T20:00:00,assault,1,Downtown
12.948192437119225,77.59419452803553,2025-01-19T09:00:00,vandalism,2,Downtown
12.935548845723979,77.60947346092529,2025-06-13T12:00:00,robbery,1,Downtown
12.936106544900916,77.58953929150415,2025-03-09T14:00:00,theft,1,Downtown
12.926001196556463,77.61391451136745,2025-06-27T15:00:00,theft,2,Downtown
12.937740233195763,77.60816753648811,2025-05-04T17:00:00,assault,2,Downtown
12.940980268913727,77.59668847152186,2025-02-27T18:00:00,theft,1,Downtown
12.916574278175451,77.62285963531245,2025-03-27T18:00:00,theft,2,Downtown
12.926684564211753,77.61779581910702,2025-06-22T22:00:00,burglary,3,Downtown
12.933718130924863,77.61631701834129,2025-02-01T06:00:00,theft,1,Downtown
12.927962652437614,77.61769945094044,2025-01-21T01:00:00,burglary,1,Downtown
12.934162630176198,77.60765366957953,2025-02-21T16:00:00,burglary,1,Downtown
12.936381220580936,77.60604296279247,2025-02-22T04:00:00,theft,3,Downtown
12.935555644487083,77.60030585988099,2025-05-10T19:00:00,robbery,3,Downtown
12.926218558009422,77.61302251841457,2025-06-21T03:00:00,assault,2,Downtown
12.91561259662822,77.61320198530511,2025-04-11T21:00:00,burglary,3,Downtown
12.941133910657735,77.60119976407684,2025-06-16T09:00:00,theft,2,Downtown
12.946909704651631,77.59497193205853,2025-05-12T13:00:00,vandalism,1,Downtown
12.93721822533693,77.6173071334188,2025-03-05T09:00:00,assault,2,Downtown
12.924681956170774,77.61306857865871,2025-03-03T02:00:00,robbery,1,Downtown
12.914950066749583,77.61797569244764,2025-01-06T10:00:00,burglary,1,Downtown
12.914853468187298,77.61748163608883,2025-06-14T23:00:00,assault,2,Downtown
12.926823443564551,77.60912198640841,2025-01-21T12:00:00,burglary,1,Downtown
12.926111825023641,77.61962863371076,2025-03-17T04:00:00,assault,3,Downtown
12.922379832580715,77.62014200318863,2025-06-21T20:00:00,robbery,1,Downtown
12.929046033300905,77.6070677770468,2025-03-15T19:00:00,vandalism,2,Downtown
12.929327219328984,77.60936316788755,2025-04-20T08:00:00,theft,1,Downtown
12.94295583249136,77.59107973546685,2025-01-07T01:00:00,theft,1,Downtown
12.942752827820172,77.61250333033092,2025-02-10T03:00:00,theft,3,Downtown
12.93060684100286,77.60767865202644,2025-02-03T14:00:00,robbery,3,Downtown
12.9285445941788,77.61941847197696,2025-02-06T20:00:00,robbery,1,Downtown
12.92069790572974,77.62372026056609,2025-04-27T16:00:00,vandalism,2,Downtown
12.936626010693896,77.60968200488135,2025-04-25T00:00:00,assault,1,Downtown
12.931513648064923,77.61237934873374,2025-04-25T01:00:00,assault,3,Downtown
12.921301188734096,77.62803254346275,2025-02-07T04:00:00,assault,1,Downtown
12.93194184495812,77.59720815744116,2025-04-22T18:00:00,theft,2,Downtown
12.942611472242548,77.61193574425543,2025-06-22T07:00:00,vandalism,2,Downtown
12.935988256016715,77.599129998702,2025-06-15T12:00:00,theft,1,Downtown
12.932778769023995,77.60623892158331,2025-06-18T04:00:00,vandalism,1,Downtown
12.929278031844413,77.60667413758165,2025-04-25T09:00:00,assault,2,Downtown
12.919154612565976,77.61166636324346,2025-06-29T15:00:00,robbery,2,Downtown
12.936407202275293,77.61312203580202,2025-01-16T02:00:00,theft,3,Downtown
12.922806949987404,77.62698946980325,2025-01-24T04:00:00,robbery,1,Downtown
12.920274949857411,77.61941519560823,2025-05-27T04:00:00,burglary,1,Downtown
12.93179090171336,77.594614536707,2025-01-13T06:00:00,theft,1,Downtown
12.913965717796822,77.6134256019576,2025-02-11T23:00:00,theft,2,Downtown
12.943177505566245,77.59000149121702,2025-03-01T19:00:00,burglary,3,Downtown
12.93818825484334,77.61720057183678,2025-02-22T17:00:00,vandalism,1,Downtown
12.932520807701327,77.59625338581844,2025-01-01T21:00:00,burglary,1,Downtown
12.935983089755458,77.58698581911585,2025-06-06T03:00:00,burglary,1,Downtown
12.921002458996217,77.617921192391,2025-06-16T15:00:00,robbery,2,Downtown
12.936478314872483,77.59570535202806,2025-01-22T11:00:00,assault,1,Downtown
12.923002860556036,77.61418989789973,2025-02-15T18:00:00,theft,1,Downtown
12.942931450083638,77.5981746296488,2025-06-07T10:00:00,vandalism,1,Downtown
12.926838375227282,77.61432912411257,2025-06-17T18:00:00,vandalism,2,Downtown
12.926974729179191,77.61491997223675,2025-06-15T03:00:00,burglary,2,Downtown
12.919079160662267,77.618704250439,2025-03-17T09:00:00,robbery,1,Downtown
12.943417055976171,77.59720376469137,2025-01-22T15:00:00,robbery,2,Downtown
12.924839472547692,77.62523497388524,2025-01-29T20:00:00,vandalism,3,Downtown
12.946123937137145,77.59504739929288,2025-05-20T08:00:00,burglary,1,Downtown
12.930471391769856,77.61031296100354,2025-01-05T20:00:00,assault,1,Downtown
12.931101547456482,77.61086864870147,2025-03-25T21:00:00,theft,1,Downtown
12.915776827843592,77.61361604853965,2025-01-31T08:00:00,robbery,2,Downtown
12.924936133265717,77.6238253901965,2025-04-13T00:00:00,theft,1,Downtown
12.915311230840828,77.6156981021079,2025-04-24T08:00:00,assault,1,Downtown
12.940019151752605,77.61349964737936,2025-06-18T12:00:00,theft,2,Downtown
12.943814218305073,77.59920320380726,2025-01-04T17:00:00,burglary,2,Downtown
12.939123110440182,77.59339575264853,2025-03-20T23:00:00,burglary,2,Downtown
12.934834886000685,77.59035295754909,2025-04-05T14:00:00,assault,2,Downtown
12.941485072937992,77.58803252647274,2025-06-25T06:00:00,robbery,1,Downtown
12.932218233860622,77.59740371300829,2025-01-22T10:00:00,theft,1,Downtown
12.942391105907474,77.5959528299971,2025-03-30T22:00:00,burglary,1,Downtown
12.924169639040997,77.61936281144874,2025-05-23T19:00:00,burglary,2,Downtown
12.927188684789357,77.61018288935702,2025-06-02T17:00:00,theft,2,Downtown
12.943379931911846,77.60868172465003,2025-05-04T19:00:00,theft,2,Downtown
12.936175708017057,77.61568124252263,2025-02-07T14:00:00,assault,2,Downtown
12.923303196843946,77.61522036973588,2025-04-26T19:00:00,theft,3,Downtown
12.932615550385952,77.59102003452831,2025-02-23T01:00:00,burglary,1,Downtown
12.941857146621873,77.5882870578828,2025-06-17T01:00:00,vandalism,1,Downtown
12.93153903199498,77.60721374216041,2025-05-31T23:00:00,robbery,1,Downtown
12.946410691937698,77.59087677446152,2025-05-21T09:00:00,theft,3,Downtown
12.925252181210874,77.62243662250368,2025-04-09T13:00:00,theft,1,Downtown
12.935903708649564,77.60000041283492,2025-01-06T09:00:00,theft,2,Downtown
12.934046897994692,77.6189585764861,2025-02-22T04:00:00,theft,1,Downtown
12.934921709048613,77.61446576157063,2025-05-09T09:00:00,theft,1,Downtown
12.93707227851471,77.58972247770726,2025-05-24T00:00:00,assault,1,Downtown
12.919860647100204,77.62877323964277,2025-02-24T11:00:00,theft,2,Downtown
12.935805666417888,77.6036504837466,2025-03-10T23:00:00,robbery,1,Downtown
12.913479941430008,77.61833004461421,2025-03-22T19:00:00,theft,1,Downtown
12.924104691784535,77.62138224770148,2025-02-14T02:00:00,assault,3,Downtown
12.932004548223174,77.60863115448558,2025-02-13T03:00:00,theft,3,Downtown
12.92060439564045,77.61981119892897,2025-06-11T04:00:00,robbery,1,Downtown
12.916422107562374,77.62543539020675,2025-06-13T11:00:00,theft,1,Downtown
12.93812700750043,77.59141185589843,2025-03-26T17:00:00,theft,2,Downtown
12.938556838301704,77.6056775768782,2025-06-24T05:00:00,theft,2,Downtown
12.9164343393516,77.61200293345851,2025-06-18T17:00:00,burglary,2,Downtown
12.935924937141635,77.60943982117921,2025-05-09T00:00:00,theft,2,Downtown
12.927990892319151,77.60667006971622,2025-05-18T03:00:00,theft,2,Downtown
12.912574876302125,77.62491703030105,2025-04-20T16:00:00,theft,1,Downtown
12.913041813756546,77.6247839249526,2025-03-11T11:00:00,burglary,2,Downtown
12.936541094389012,77.60269984336443,2025-02-27T20:00:00,robbery,1,Downtown
12.936568243453978,77.60139557678413,2025-05-12T03:00:00,burglary,1,Downtown
12.914673562203399,77.621779131125,2025-01-31T15:00:00,theft,1,Downtown
12.943384363596708,77.60101608911272,2025-05-01T09:00:00,robbery,1,Downtown
12.92618930336584,77.60909879213365,2025-04-15T05:00:00,vandalism,2,Downtown
12.930030220480175,77.61339827233061,2025-05-21T04:00:00,theft,1,Downtown
12.923037389321905,77.61272993070905,2025-04-17T01:00:00,burglary,1,Downtown
12.938481699083152,77.61028934868058,2025-03-18T14:00:00,theft,3,Downtown
12.92181047522029,77.62525070273892,2025-01-06T20:00:00,theft,1,Downtown
12.927495794754822,77.60907688591286,2025-04-16T21:00:00,theft,2,Downtown
12.925806256837772,77.62366566913342,2025-03-12T01:00:00,theft,3,Downtown
12.94131859238743,77.59785549695869,2025-05-13T11:00:00,theft,1,Downtown
12.921318673971317,77.61528549606899,2025-01-19T12:00:00,theft,3,Downtown
12.932311395599521,77.59248971598907,2025-03-13T04:00:00,burglary,3,Downtown
12.912836831423428,77.61931492595029,2025-02-21T19:00:00,theft,1,Downtown
12.937585213415128,77.59789029590922,2025-04-20T15:00:00,robbery,1,Downtown
12.918764485010556,77.62786274153842,2025-06-03T11:00:00,assault,2,Downtown
12.944648423438844,77.60137304411757,2025-03-02T22:00:00,assault,1,Downtown
12.911722074373557,77.62142373048401,2025-01-28T13:00:00,theft,2,Downtown
12.920753955606031,77.62661836379928,2025-04-20T21:00:00,burglary,1,Downtown
12.940360268067263,77.61686964895131,2025-06-05T09:00:00,assault,1,Downtown
12.927630481341373,77.62076103054132,2025-05-20T15:00:00,theft,1,Downtown
12.944336664812456,77.59207366288533,2025-06-22T03:00:00,theft,2,Downtown
12.916174067308937,77.62423362139799,2025-04-14T00:00:00,burglary,1,Downtown
12.946671737362719,77.59813598007395,2025-06-27T07:00:00,assault,2,Downtown
12.94089277751013,77.60237590547678,2025-06-23T01:00:00,theft,2,Downtown
12.916388760599409,77.62420439598125,2025-06-11T10:00:00,burglary,1,Downtown
12.94651750389598,77.59322252596174,2025-03-19T20:00:00,burglary,2,Downtown
12.925414933399349,77.6237639704021,2025-01-27T08:00:00,robbery,1,Downtown
12.920835788804313,77.62863442464003,2025-03-06T04:00:00,burglary,2,Downtown
12.92630469151206,77.60901453700527,2025-06-18T05:00:00,theft,2,Downtown
12.927478959979286,77.60979814024543,2025-03-05T11:00:00,burglary,1,Downtown
12.932160230051883,77.61370254147816,2025-04-11T08:00:00,theft,3,Downtown
12.937430355309067,77.60437432265091,2025-03-13T21:00:00,assault,2,Downtown
12.920818747683597,77.61647029767353,2025-04-02T06:00:00,vandalism,2,Downtown
12.934907612477934,77.59883956911482,2025-04-24T13:00:00,robbery,1,Downtown
12.942889119875819,77.5871192376863,2025-06-13T07:00:00,theft,2,Downtown
12.922643492540601,77.62507136298362,2025-06-26T01:00:00,theft,3,Downtown
12.943172348776635,77.58852242831418,2025-02-03T00:00:00,assault,1,Downtown
12.915062492710614,77.61610743532661,2025-01-10T21:00:00,theft,1,Downtown
12.930392071688733,77.60302185967461,2025-04-16T09:00:00,theft,1,Downtown
12.93830754008271,77.61219213490283,2025-06-25T23:00:00,assault,1,Downtown
12.938537028295036,77.60330459972604,2025-04-14T22:00:00,burglary,1,Downtown
12.93538198139427,77.60025152079467,2025-03-23T09:00:00,assault,1,Downtown
12.914279585823344,77.61466204427315,2025-01-20T00:00:00,assault,1,Downtown
12.933468847148063,77.613064556929,2025-02-06T18:00:00,theft,2,Downtown
12.940928688510402,77.60996655804273,2025-03-31T12:00:00,burglary,1,Downtown
12.944006398700568,77.59930472446644,2025-02-01T23:00:00,theft,1,Downtown
12.939157739933854,77.58684798000364,2025-04-21T05:00:00,vandalism,1,Downtown
12.94620496756899,77.59575189668544,2025-04-23T20:00:00,robbery,1,Downtown
12.916841905460213,77.62634520785507,2025-03-25T17:00:00,theft,3,Downtown
12.942208400423766,77.59560613716322,2025-01-20T08:00:00,theft,1,Downtown
12.91936032145777,77.62633386655821,2025-04-17T13:00:00,theft,1,Downtown
12.935580387409322,77.59937055188631,2025-03-02T19:00:00,robbery,1,Downtown
12.948176142041367,77.59264324462255,2025-01-01T16:00:00,burglary,3,Downtown
12.93982513234621,77.60095703554948,2025-01-11T01:00:00,theft,3,Downtown
12.926319846506882,77.61033381379302,2025-02-02T07:00:00,robbery,2,Downtown
12.911909498200695,77.62259398199315,2025-03-31T12:00:00,theft,1,Downtown
12.926856067505469,77.62333657780988,2025-01-17T23:00:00,theft,1,Downtown
12.929050801173776,77.61142828108518,2025-03-11T18:00:00,vandalism,3,Downtown
12.921779410957338,77.6234445006005,2025-02-02T04:00:00,burglary,2,Downtown
12.941133867197948,77.59564364990564,2025-05-18T03:00:00,robbery,2,Downtown
12.930083052449065,77.60237315192657,2025-02-10T02:00:00,theft,2,Downtown
12.942295701968709,77.59440789584623,2025-06-25T14:00:00,theft,3,Downtown
12.931353218946096,77.61061186571936,2025-02-02T01:00:00,burglary,1,Downtown
12.915164043130764,77.61565486112973,2025-01-22T18:00:00,theft,1,Downtown
12.937035085082856,77.59807239100327,2025-06-04T01:00:00,vandalism,1,Downtown
12.927095243852188,77.61028391390799,2025-04-01T00:00:00,burglary,1,Downtown
12.944765312796777,77.58812959133776,2025-02-22T08:00:00,assault,2,Downtown
12.943340493314118,77.58987949971618,2025-01-27T22:00:00,theft,1,Downtown
12.939052670569325,77.60276098838912,2025-06-11T04:00:00,burglary,1,Downtown
12.93767135311457,77.6031096725738,2025-06-03T06:00:00,assault,1,Downtown
12.934797768381989,77.60431509373952,2025-02-27T08:00:00,assault,1,Downtown
12.922916194650485,77.6219487223963,2025-02-24T08:00:00,robbery,1,Downtown
12.94254619129599,77.58877032289253,2025-02-23T12:00:00,robbery,1,Downtown
12.921766422736539,77.61457174705149,2025-05-29T10:00:00,theft,2,Downtown
12.942684286469568,77.60154135820358,2025-03-31T23:00:00,robbery,1,Downtown
12.944443822413294,77.58799415219023,2025-05-09T11:00:00,burglary,1,Downtown
12.93658674796523,77.5879341958472,2025-06-15T23:00:00,theft,1,Downtown
12.913914195163825,77.62662024995291,2025-02-28T12:00:00,burglary,2,Downtown
12.934612200620595,77.59937086105941,2025-03-26T07:00:00,theft,1,Downtown
12.941472556995853,77.589834326171,2025-04-07T16:00:00,assault,1,Downtown
12.946079889901194,77.59966348500566,2025-05-03T19:00:00,theft,1,Downtown
12.93899596675394,77.60302038841368,2025-06-23T03:00:00,theft,2,Downtown
12.918899314392817,77.62188165245472,2025-01-23T13:00:00,vandalism,1,Downtown
12.923590288438069,77.62477884579316,2025-06-28T06:00:00,burglary,1,Downtown
12.91654914584345,77.6175511295305,2025-04-28T02:00:00,robbery,2,Downtown
12.933644544748342,77.5984293179527,2025-02-23T11:00:00,assault,1,Downtown
12.923084549130618,77.61512615582336,2025-01-04T02:00:00,burglary,3,Downtown
12.931991899155749,77.61304651263352,2025-03-29T09:00:00,theft,2,Downtown
